post_yn,cloud_software_required,database_software_required,statistic_software_required,programming_language_required,linkedin_url
yes,Hadoop,,,,https://www.linkedin.com/jobs2/view/18768057?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12536650?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/18719724?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/18771049?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/36001350?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/18770207?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/18771049?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/37315615?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/18756698?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/14913156?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/18777373?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/18742835?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/11195069?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12078234?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Python,https://www.linkedin.com/jobs2/view/14911510?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/11094284?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/12525607?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/26931128?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/22031718?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12078234?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,,https://www.linkedin.com/jobs2/view/24587447?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/12593721?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/31948615?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/12262052?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/12259518?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/12260543?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12540221?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25800554?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12301003?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25896327?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/20816225?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Python,https://www.linkedin.com/jobs2/view/13735065?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,,Ruby,https://www.linkedin.com/jobs2/view/18281511?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/17672433?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,,Ruby,https://www.linkedin.com/jobs2/view/18281511?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Java/Javascript,https://www.linkedin.com/jobs2/view/25892955?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,Python,https://www.linkedin.com/jobs2/view/11137860?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,,Python,https://www.linkedin.com/jobs2/view/25813083?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,R,Python,https://www.linkedin.com/jobs2/view/18715910?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/14998925?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/12251736?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,,Python,https://www.linkedin.com/jobs2/view/25813083?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/26939522?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,Teradata,SAS,,https://www.linkedin.com/jobs2/view/26950920?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,,https://www.linkedin.com/jobs2/view/14998925?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,HTML/HTML5,https://www.linkedin.com/jobs2/view/25878046?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/13785969?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/13761286?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25895319?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,,https://www.linkedin.com/jobs2/view/25869678?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25893930?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25874663?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25878046?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/25873521?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/25867140?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/25897993?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/25851929?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,,https://www.linkedin.com/jobs2/view/26919779?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,,https://www.linkedin.com/jobs2/view/26925559?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/26919779?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/26921348?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/26927377?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/26923939?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/36001350?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,Teradata,SAS,,https://www.linkedin.com/jobs2/view/13796282?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/18746093?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/12205567?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,,,https://www.linkedin.com/jobs2/view/11319503?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/14980564?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/18743442?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,SAS,Java/Javascript,https://www.linkedin.com/jobs2/view/12453545?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/12258955?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/12035189?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,,,https://www.linkedin.com/jobs2/view/14914456?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/14914554?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/14939440?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/18942076?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12054951?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/13789660?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/14921829?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,mySQL,,,https://www.linkedin.com/jobs2/view/12596599?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/14944076?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/14921829?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/14958164?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/18701112?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,R,,https://www.linkedin.com/jobs2/view/14900275?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/11369319?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/11371175?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SAS,,https://www.linkedin.com/jobs2/view/20821538?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/11371174?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/24856236?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/21970639?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/12163816?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/14921231?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/18730693?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,mySQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/18771433?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hadoop,,SAS,,https://www.linkedin.com/jobs2/view/13797987?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,mySQL,STATA,Python,https://www.linkedin.com/jobs2/view/12104410?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,STATA,Python,https://www.linkedin.com/jobs2/view/25877371?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,,R,Python,https://www.linkedin.com/jobs2/view/38267683?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,SQL,,,https://www.linkedin.com/jobs2/view/11092465?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/12239138?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12309818?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12392137?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SAS,,https://www.linkedin.com/jobs2/view/20689831?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/11345849?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12277614?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12277553?trk=job_view_browse_map&trk=job_view_browse_map
yes,,mySQL,,,https://www.linkedin.com/jobs2/view/12522367?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,R,Python,https://www.linkedin.com/jobs2/view/13767852?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,R,Python,https://www.linkedin.com/jobs2/view/12450669?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/13702985?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/13774588?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/18734826?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hadoop,,R,Python,https://www.linkedin.com/jobs2/view/18769807?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/18769805?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,,Python,https://www.linkedin.com/jobs2/view/18748123?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hadoop,,,,https://www.linkedin.com/jobs2/view/12000208?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/18732905?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/11774321?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,,,https://www.linkedin.com/jobs2/view/18760496?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,,R,Python,https://www.linkedin.com/jobs2/view/12039092?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,SAS,Ruby,https://www.linkedin.com/jobs2/view/13773520?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,R,Python,https://www.linkedin.com/jobs2/view/18702094?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/13774587?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/14966561?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/12239138?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,MapReduce/Elastic MapReduce,,SPSS,Python,https://www.linkedin.com/jobs2/view/12281499?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,,Python,https://www.linkedin.com/jobs2/view/12497080?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,R,,https://www.linkedin.com/jobs2/view/14966576?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,,,Java/Javascript,https://www.linkedin.com/jobs2/view/13746985?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,,Ruby,https://www.linkedin.com/jobs2/view/13795411?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,,Java/Javascript,https://www.linkedin.com/jobs2/view/22784694?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,,SPSS,Python,https://www.linkedin.com/jobs2/view/12281499?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,,R,Ruby,https://www.linkedin.com/jobs2/view/12362655?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Oracle,,,https://www.linkedin.com/jobs2/view/12418825?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,HTML/HTML5,https://www.linkedin.com/jobs2/view/12424500?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/13707665?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Oracle,,,https://www.linkedin.com/jobs2/view/12099853?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/13774585?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/18308815?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/25890415?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25863556?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/25890415?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25845070?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25835072?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/26923476?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/14922657?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/14991186?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/37115772?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/11145929?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,R,Python,https://www.linkedin.com/jobs2/view/13961260?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/10862799?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,NoSQL,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/10708391?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/10862799?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,STATA,Ruby,https://www.linkedin.com/jobs2/view/24128103?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/12476659?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,R,Python,https://www.linkedin.com/jobs2/view/12417018?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/12586042?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,mySQL,SPSS,Ruby,https://www.linkedin.com/jobs2/view/18751397?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,,SAS,Python,https://www.linkedin.com/jobs2/view/11058926?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25814237?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,R,Python,https://www.linkedin.com/jobs2/view/25821411?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,R,Python,https://www.linkedin.com/jobs2/view/25889469?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,,Ruby,https://www.linkedin.com/jobs2/view/18745782?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Python,https://www.linkedin.com/jobs2/view/38256830?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/18771862?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/12025402?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/18268261?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,MatLab,Python,https://www.linkedin.com/jobs2/view/25875167?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,SQL,,Ruby,https://www.linkedin.com/jobs2/view/14982695?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SAS,Java/Javascript,https://www.linkedin.com/jobs2/view/14923044?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Java/Javascript,https://www.linkedin.com/jobs2/view/19117839?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,SPSS,,https://www.linkedin.com/jobs2/view/19033669?trk=job_view_browse_map&trk=job_view_browse_map
yes,,mySQL,R,,https://www.linkedin.com/jobs2/view/14962407?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,,,Python,https://www.linkedin.com/jobs2/view/14962287?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/13759372?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,,,Python,https://www.linkedin.com/jobs2/view/25847747?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,,,Ruby,https://www.linkedin.com/jobs2/view/38049820?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,,,Java/Javascript,https://www.linkedin.com/jobs2/view/25855454?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Java/Javascript,https://www.linkedin.com/jobs2/view/25841645?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/13774417?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,SPSS,Python,https://www.linkedin.com/jobs2/view/12213544?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,SPSS,Java/Javascript,https://www.linkedin.com/jobs2/view/12212683?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Ruby,https://www.linkedin.com/jobs2/view/18990177?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/22167573?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,SAS,,https://www.linkedin.com/jobs2/view/17199272?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,Python,https://www.linkedin.com/jobs2/view/12212683?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,MapReduce/Elastic MapReduce,SQL,SAS,,https://www.linkedin.com/jobs2/view/23912939?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,Python,https://www.linkedin.com/jobs2/view/19128956?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/38979858?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hadoop,SQL,R,Ruby,https://www.linkedin.com/jobs2/view/18988767?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,,SAS,Java/Javascript,https://www.linkedin.com/jobs2/view/11942525?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,MapReduce/Elastic MapReduce,SQL,SAS,Ruby,https://www.linkedin.com/jobs2/view/18705855?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/17200317?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,mySQL,SPSS,,https://www.linkedin.com/jobs2/view/25887542?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,R,Python,https://www.linkedin.com/jobs2/view/25875167?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25847733?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Python,https://www.linkedin.com/jobs2/view/25888318?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/13759372?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hadoop,,SPSS,Python,https://www.linkedin.com/jobs2/view/18718643?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/26925749?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,NoSQL,SQL,R,Python,https://www.linkedin.com/jobs2/view/26920393?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/26925749?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,R,Python,https://www.linkedin.com/jobs2/view/25894609?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,,SPSS,,https://www.linkedin.com/jobs2/view/26924068?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,R,Python,https://www.linkedin.com/jobs2/view/12101791?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,R,,https://www.linkedin.com/jobs2/view/14910091?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/11049673?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,,R,Python,https://www.linkedin.com/jobs2/view/11987660?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SAS,,https://www.linkedin.com/jobs2/view/14972831?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/14907823?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,,R,Python,https://www.linkedin.com/jobs2/view/14974268?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/25894564?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,STATA,Python,https://www.linkedin.com/jobs2/view/14975638?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,MapReduce/Elastic MapReduce,,R,Python,https://www.linkedin.com/jobs2/view/14900570?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,R,,https://www.linkedin.com/jobs2/view/14973578?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,R,Java/Javascript,https://www.linkedin.com/jobs2/view/14950476?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,,SPSS,,https://www.linkedin.com/jobs2/view/13757862?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,,,Ruby,https://www.linkedin.com/jobs2/view/11226364?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,R,Python,https://www.linkedin.com/jobs2/view/13959700?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/11099031?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/11962347?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/12118409?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/35897350?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/18787963?trk=job_view_browse_map&trk=job_view_browse_map
